-0.091029,0.319734
-0.186198,0.049163
0.125210,0.168324
0.132876,0.456690
0.271013,-0.074715
0.457164,0.048887
0.092022,-0.247573
-0.355196,-0.364975
0.098340,-0.032958
-0.107428,-0.244425
-0.352600,0.145391
-0.372691,-0.365127
0.077113,-0.286009
-0.009131,-0.222304
0.420599,-0.432874
-0.427047,-0.290093
0.475156,0.207303
-0.168998,-0.118797
0.009757,-0.362951
0.041831,-0.089157
-0.442926,0.374626
-0.159482,-0.343482
-0.200726,0.435480
0.462399,0.463889
-0.293248,0.286739
-0.275284,-0.107390
-0.004487,-0.279260
0.192244,0.170443
-0.492531,0.275206
0.237342,-0.006751
-0.375742,-0.139513
-0.293060,0.087406
-0.125356,0.089262
-0.431995,0.197252
0.432209,0.166507
-0.129093,-0.186278
0.064438,0.351495
0.390027,0.158147
-0.301916,-0.408994
0.011909,-0.308614
0.021232,-0.212986
0.073980,0.119021
0.456150,0.028521
0.129045,-0.332856
-0.361780,0.156365
0.404268,-0.269387
0.068631,0.308170
-0.087709,0.143023
-0.373501,-0.344348
0.371094,-0.004338
-0.303970,0.030339
0.003343,0.041998
0.188078,0.189449
0.334951,0.492752
-0.253144,-0.488262
0.424592,0.034779
-0.492149,0.451611
-0.437006,-0.345216
-0.191524,-0.054463
0.324215,0.146665
0.245994,0.100768
-0.014347,-0.223513
-0.295369,-0.488577
0.432555,0.320377
-0.477562,-0.180587
-0.389395,-0.187172
0.138697,0.325506
0.228529,0.343590
-0.333459,0.198493
-0.170935,-0.054892
-0.296363,-0.430665
0.397066,-0.087398
0.058763,0.267308
-0.039514,0.201058
-0.057473,0.048662
-0.234156,0.267928
-0.449623,0.054697
-0.266818,-0.376898
-0.086806,0.170301
0.247476,-0.204944
-0.032884,-0.270320
-0.205192,-0.057798
0.310126,0.340782
-0.298281,-0.356513
0.145663,-0.496950
0.470210,0.108713
0.394791,0.270646
0.457448,-0.474466
0.329048,0.220690
-0.170474,0.060665
-0.341793,-0.349969
0.386463,-0.122666
-0.090100,-0.090945
-0.037728,0.347202
-0.234961,0.079213
-0.244124,0.143571
0.348131,-0.252081
-0.117479,-0.429805
-0.493968,-0.206564
-0.299347,-0.425421
